wav,start,end,label,prob,pred
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.425,7.452,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.452,7.479,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.479,7.506,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.506,7.533,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.533,7.56,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.56,7.587,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.587,7.614,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.614,7.641,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.641,7.668,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.668,7.695,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.695,7.722,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.722,7.749,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.749,7.776,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.776,7.803,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.803,7.83,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.83,7.857,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.857,7.884,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.884,7.911,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.911,7.938,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.938,7.965,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.965,7.992,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,7.992,8.019,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.019,8.046,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.046,8.073,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.073,8.1,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.1,8.127,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.127,8.154,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.154,8.181,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.181,8.208,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.208,8.235,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.235,8.262,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.262,8.289,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.289,8.316,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.316,8.343,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.343,8.37,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.37,8.397,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.397,8.424,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.424,8.451,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.451,8.478,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.478,8.505,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.505,8.532,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.532,8.559,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.559,8.586,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.586,8.613,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.613,8.64,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.64,8.667,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.667,8.694,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.694,8.721,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.721,8.748,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.748,8.775,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.775,8.802,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.802,8.829,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.829,8.856,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.856,8.883,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.883,8.91,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.91,8.937,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.937,8.964,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.964,8.991,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,8.991,9.018,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.018,9.045,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.045,9.072,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.072,9.099,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.099,9.126,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.126,9.153,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.153,9.18,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.18,9.207,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.207,9.234,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.234,9.261,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.261,9.288,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.288,9.315,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.315,9.342,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.342,9.369,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.369,9.396,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.396,9.423,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.423,9.45,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.45,9.477,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.477,9.504,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.504,9.531,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.531,9.558,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.558,9.585,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.585,9.612,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.612,9.639,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.639,9.666,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.666,9.693,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.693,9.72,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.72,9.747,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.747,9.774,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.774,9.801,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.801,9.828,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.828,9.855,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.855,9.882,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.882,9.909,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.909,9.936,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.936,9.963,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.963,9.99,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,9.99,10.017,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.017,10.044,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.044,10.071,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.071,10.098,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.098,10.125,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.125,10.152,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.152,10.179,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.179,10.206,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.206,10.233,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.233,10.26,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.26,10.287,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.287,10.314,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.314,10.341,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.341,10.368,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.368,10.395,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.395,10.422,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.422,10.449,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.449,10.476,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.476,10.503,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.503,10.53,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.53,10.557,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.557,10.584,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.584,10.611,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.611,10.638,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.638,10.665,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.665,10.692,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.692,10.719,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.719,10.746,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.746,10.773,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.773,10.8,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.8,10.827,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.827,10.854,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.854,10.881,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.881,10.908,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.908,10.935,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.935,10.962,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.962,10.989,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,10.989,11.016,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.016,11.043,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.043,11.07,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.07,11.097,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.097,11.124,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.124,11.151,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.151,11.178,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.178,11.205,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.205,11.232,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.232,11.259,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.259,11.286,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.286,11.313,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.313,11.34,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.34,11.367,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.367,11.394,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.394,11.421,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.421,11.448,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.448,11.475,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.475,11.502,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.502,11.529,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.529,11.556,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.556,11.583,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.583,11.61,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.61,11.637,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.637,11.664,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.664,11.691,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.691,11.718,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.718,11.745,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.745,11.772,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.772,11.799,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.799,11.826,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.826,11.853,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.853,11.88,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.88,11.907,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.907,11.934,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.934,11.961,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.961,11.988,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,11.988,12.015,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.015,12.042,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.042,12.069,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.069,12.096,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.096,12.123,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.123,12.15,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.15,12.177,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.177,12.204,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.204,12.231,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.231,12.258,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.258,12.285,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.285,12.312,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.312,12.339,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.339,12.366,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.366,12.393,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.393,12.42,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.42,12.447,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.447,12.474,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.474,12.501,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.501,12.528,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.528,12.555,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.555,12.582,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.582,12.609,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.609,12.636,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.636,12.663,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.663,12.69,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.69,12.717,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.717,12.744,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.744,12.771,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.771,12.798,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.798,12.825,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.825,12.852,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.852,12.879,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.879,12.906,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.906,12.933,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.933,12.96,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.96,12.987,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,12.987,13.014,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.014,13.041,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.041,13.068,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.068,13.095,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.095,13.122,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.122,13.149,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.149,13.176,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.176,13.203,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.203,13.23,1,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.23,13.257,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.257,13.284,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.284,13.311,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.311,13.338,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.338,13.365,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.365,13.392,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.392,13.419,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.419,13.446,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.446,13.473,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.473,13.5,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.5,13.527,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.527,13.554,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.554,13.581,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.581,13.608,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.608,13.635,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.635,13.662,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.662,13.689,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.689,13.716,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.716,13.743,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.743,13.77,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.77,13.797,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.797,13.824,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.824,13.851,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.851,13.878,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.878,13.905,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.905,13.932,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.932,13.959,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.959,13.986,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,13.986,14.013,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,14.013,14.04,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,14.04,14.067,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,14.067,14.094,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,14.094,14.121,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,14.121,14.148,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,14.148,14.175,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,14.175,14.202,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,14.202,14.229,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,14.229,14.256,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,14.256,14.283,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,14.283,14.31,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,14.31,14.337,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,14.337,14.364,0,,0
/Volumes/akshar_data/22nd_jan_2026/chunk_5_tanya/chunk_5.wav,14.364,14.391,0,,0
